chrm	start	end	strand	geneName
chrIV	580687	581784	W	ID=YDR065W|Name=YDR065W|gene=RRG1
chrIV	581908	582498	C	ID=YDR066C|Name=YDR066C|gene=RTR2
chrIV	582791	583465	C	ID=YDR067C|Name=YDR067C|gene=OCA6
chrIV	583713	584645	W	ID=YDR068W|Name=YDR068W|gene=DOS2
chrIV	584939	587719	C	ID=YDR069C|Name=YDR069C|gene=DOA4
chrIV	588098	588379	C	ID=YDR070C|Name=YDR070C|gene=FMP16
chrIV	588827	589402	C	ID=YDR071C|Name=YDR071C|gene=PAA1
chrIV	589761	591344	C	ID=YDR072C|Name=YDR072C|gene=IPT1
chrIV	592439	592948	W	ID=YDR073W|Name=YDR073W|gene=SNF11
chrIV	593893	596583	W	ID=YDR074W|Name=YDR074W|gene=TPS2
chrIV	597156	598082	W	ID=YDR075W|Name=YDR075W|gene=PPH3
chrIV	598468	599688	W	ID=YDR076W|Name=YDR076W|gene=RAD55
chrIV	600793	601809	W	ID=YDR077W|Name=YDR077W|gene=SED1
chrIV	602198	602869	C	ID=YDR078C|Name=YDR078C|gene=SHU2
chrIV	603064	603399	W	ID=YDR079W|Name=YDR079W|gene=PET100
chrIV	603593	603811	C	ID=YDR079C-A|Name=YDR079C-A|gene=TFB5
chrIV	604008	606986	W	ID=YDR080W|Name=YDR080W|gene=VPS41
chrIV	607304	610081	C	ID=YDR081C|Name=YDR081C|gene=PDC2
chrIV	610441	611925	W	ID=YDR082W|Name=YDR082W|gene=STN1
chrIV	612073	613251	W	ID=YDR083W|Name=YDR083W|gene=RRP8
chrIV	613405	614004	C	ID=YDR084C|Name=YDR084C|gene=TVP23
chrIV	614288	616150	C	ID=YDR085C|Name=YDR085C|gene=AFR1
chrIV	616928	617170	C	ID=YDR086C|Name=YDR086C|gene=SSS1
chrIV	617470	618306	C	ID=YDR087C|Name=YDR087C|gene=RRP1
chrIV	618497	619645	C	ID=YDR088C|Name=YDR088C|gene=SLU7
chrIV	622112	624721	W	ID=YDR089W|Name=YDR089W|Ontology_term=GO:0000329,GO:0003674,GO:0016020,GO:0016021,GO:0016044
chrIV	625066	625998	C	ID=YDR090C|Name=YDR090C|Ontology_term=GO:0003674,GO:0008150,GO:0016021
chrIV	626708	628534	C	ID=YDR091C|Name=YDR091C|gene=RLI1
chrIV	629876	630605	W	ID=YDR092W|Name=YDR092W|gene=UBC13
chrIV	631282	636120	W	ID=YDR093W|Name=YDR093W|gene=DNF2
chrIV	635840	636175	W	ID=YDR094W|Name=YDR094W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	636117	636527	C	ID=YDR095C|Name=YDR095C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	637139	639823	W	ID=YDR096W|Name=YDR096W|gene=GIS1
chrIV	640109	643837	C	ID=YDR097C|Name=YDR097C|gene=MSH6
chrIV	644178	645035	C	ID=YDR098C|Name=YDR098C|gene=GRX3
chrIV	652781	654428	W	ID=YDR099W|Name=YDR099W|gene=BMH2
chrIV	655013	655444	W	ID=YDR100W|Name=YDR100W|gene=TVP15
chrIV	655686	657467	C	ID=YDR101C|Name=YDR101C|gene=ARX1
chrIV	657648	657980	C	ID=YDR102C|Name=YDR102C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	658350	661103	W	ID=YDR103W|Name=YDR103W|gene=STE5
chrIV	661173	664910	C	ID=YDR104C|Name=YDR104C|gene=SPO71
chrIV	665349	666770	C	ID=YDR105C|Name=YDR105C|gene=TMS1
chrIV	667004	667858	W	ID=YDR106W|Name=YDR106W|gene=ARP10
chrIV	669016	671034	C	ID=YDR107C|Name=YDR107C|gene=TMN2
chrIV	671269	673365	W	ID=YDR108W|Name=YDR108W|gene=TRS85
chrIV	673520	675667	C	ID=YDR109C|Name=YDR109C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	676102	677802	W	ID=YDR110W|Name=YDR110W|gene=FOB1
chrIV	678241	679764	C	ID=YDR111C|Name=YDR111C|gene=ALT2
chrIV	679544	679852	W	ID=YDR112W|Name=YDR112W|gene=IRC2
chrIV	680496	681617	C	ID=YDR113C|Name=YDR113C|gene=PDS1
chrIV	681924	682226	C	ID=YDR114C|Name=YDR114C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	682175	682492	W	ID=YDR115W|Name=YDR115W|Alias=putative%20mitochondrial%2054S%20ribosomal%20protein
chrIV	682724	683581	C	ID=YDR116C|Name=YDR116C|gene=MRPL1
chrIV	683946	685643	C	ID=YDR117C|Name=YDR117C|gene=TMA64
chrIV	685882	687840	W	ID=YDR118W|Name=YDR118W|gene=APC4
chrIV	687768	687884	W	ID=YDR118W-A|Name=YDR118W-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	688227	690533	W	ID=YDR119W|Name=YDR119W|gene=VBA4
chrIV	691014	691214	W	ID=YDR119W-A|Name=YDR119W-A|gene=COX26
chrIV	691549	693261	C	ID=YDR120C|Name=YDR120C|gene=TRM1
chrIV	693585	694175	W	ID=YDR121W|Name=YDR121W|gene=DPB4
chrIV	694700	697894	W	ID=YDR122W|Name=YDR122W|gene=KIN1
chrIV	698554	699468	C	ID=YDR123C|Name=YDR123C|gene=INO2
chrIV	700315	701289	W	ID=YDR124W|Name=YDR124W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	701397	702758	C	ID=YDR125C|Name=YDR125C|gene=ECM18
chrIV	703234	704244	W	ID=YDR126W|Name=YDR126W|gene=SWF1
chrIV	704484	709250	W	ID=YDR127W|Name=YDR127W|gene=ARO1
chrIV	709549	712995	W	ID=YDR128W|Name=YDR128W|gene=MTC5
chrIV	713340	715379	C	ID=YDR129C|Name=YDR129C|gene=SAC6
chrIV	715747	716622	C	ID=YDR130C|Name=YDR130C|gene=FIN1
chrIV	716790	718460	C	ID=YDR131C|Name=YDR131C|Ontology_term=GO:0004842,GO:0019005,GO:0030674,GO:0031146
chrIV	718816	720303	C	ID=YDR132C|Name=YDR132C|Ontology_term=GO:0003674,GO:0005634,GO:0005737,GO:0005739,GO:0008150
chrIV	720962	721297	C	ID=YDR133C|Name=YDR133C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	723004	727551	C	ID=YDR135C|Name=YDR135C|gene=YCF1
chrIV	727711	728283	C	ID=YDR136C|Name=YDR136C|gene=VPS61
chrIV	728259	730250	W	ID=YDR137W|Name=YDR137W|gene=RGP1
chrIV	730578	732836	W	ID=YDR138W|Name=YDR138W|gene=HPR1
chrIV	733618	733924	C	ID=YDR139C|Name=YDR139C|gene=RUB1
chrIV	734138	734803	W	ID=YDR140W|Name=YDR140W|gene=MTQ2
chrIV	734901	739997	C	ID=YDR141C|Name=YDR141C|gene=DOP1
chrIV	740473	741600	C	ID=YDR142C|Name=YDR142C|gene=PEX7
chrIV	742042	743874	C	ID=YDR143C|Name=YDR143C|gene=SAN1
chrIV	744311	746101	C	ID=YDR144C|Name=YDR144C|gene=MKC7
chrIV	746738	748357	W	ID=YDR145W|Name=YDR145W|gene=TAF12
chrIV	748613	750742	C	ID=YDR146C|Name=YDR146C|gene=SWI5
chrIV	751631	753235	W	ID=YDR147W|Name=YDR147W|gene=EKI1
chrIV	753675	755066	C	ID=YDR148C|Name=YDR148C|gene=KGD2
chrIV	755555	756262	C	ID=YDR149C|Name=YDR149C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	755628	763874	W	ID=YDR150W|Name=YDR150W|gene=NUM1
chrIV	764178	765155	C	ID=YDR151C|Name=YDR151C|gene=CTH1
chrIV	765706	766503	W	ID=YDR152W|Name=YDR152W|gene=GIR2
chrIV	766736	767971	C	ID=YDR153C|Name=YDR153C|gene=ENT5
chrIV	768403	768753	C	ID=YDR154C|Name=YDR154C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	768512	769000	C	ID=YDR155C|Name=YDR155C|gene=CPR1
chrIV	769525	769938	W	ID=YDR156W|Name=YDR156W|gene=RPA14
chrIV	769931	770332	W	ID=YDR157W|Name=YDR157W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	770357	771454	W	ID=YDR158W|Name=YDR158W|gene=HOM2
chrIV	771877	775782	W	ID=YDR159W|Name=YDR159W|gene=SAC3
chrIV	776163	778721	W	ID=YDR160W|Name=YDR160W|gene=SSY1
chrIV	779043	780206	W	ID=YDR161W|Name=YDR161W|Ontology_term=GO:0003674,GO:0005634,GO:0005737,GO:0030433
chrIV	780390	781100	C	ID=YDR162C|Name=YDR162C|gene=NBP2
chrIV	781423	781950	W	ID=YDR163W|Name=YDR163W|gene=CWC15
chrIV	782041	784215	C	ID=YDR164C|Name=YDR164C|gene=SEC1
chrIV	784871	786205	W	ID=YDR165W|Name=YDR165W|gene=TRM82
chrIV	786306	789221	C	ID=YDR166C|Name=YDR166C|gene=SEC5
chrIV	789449	790069	W	ID=YDR167W|Name=YDR167W|gene=TAF10
chrIV	790328	791848	W	ID=YDR168W|Name=YDR168W|gene=CDC37
chrIV	792348	793889	C	ID=YDR169C|Name=YDR169C|gene=STB3
chrIV	794574	794723	C	ID=YDR169C-A|Name=YDR169C-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	796193	802222	C	ID=YDR170C|Name=YDR170C|gene=SEC7
chrIV	806621	807748	W	ID=YDR171W|Name=YDR171W|gene=HSP42
chrIV	808324	810381	W	ID=YDR172W|Name=YDR172W|gene=SUP35
chrIV	810565	811632	C	ID=YDR173C|Name=YDR173C|gene=ARG82
chrIV	812110	812850	W	ID=YDR174W|Name=YDR174W|gene=HMO1
chrIV	813193	814152	C	ID=YDR175C|Name=YDR175C|gene=RSM24
chrIV	814452	816560	W	ID=YDR176W|Name=YDR176W|gene=NGG1
chrIV	816878	817525	W	ID=YDR177W|Name=YDR177W|gene=UBC1
chrIV	817950	818495	W	ID=YDR178W|Name=YDR178W|gene=SDH4
chrIV	818708	819196	C	ID=YDR179C|Name=YDR179C|gene=CSN9
chrIV	819433	820824	W	ID=YDR179W-A|Name=YDR179W-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	821295	825776	W	ID=YDR180W|Name=YDR180W|gene=SCC2
chrIV	825910	827355	C	ID=YDR181C|Name=YDR181C|gene=SAS4
chrIV	827582	829057	W	ID=YDR182W|Name=YDR182W|gene=CDC1
chrIV	829151	829354	W	ID=YDR182W-A|Name=YDR182W-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	829585	830277	W	ID=YDR183W|Name=YDR183W|gene=PLP1
chrIV	830397	830654	C	ID=YDR183C-A|Name=YDR183C-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	830629	831513	C	ID=YDR184C|Name=YDR184C|gene=ATC1
chrIV	831934	832473	C	ID=YDR185C|Name=YDR185C|gene=UPS3
chrIV	832859	835492	C	ID=YDR186C|Name=YDR186C|Ontology_term=GO:0003674,GO:0005737,GO:0005840,GO:0008150
chrIV	836228	836746	C	ID=YDR187C|Name=YDR187C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	836421	838061	W	ID=YDR188W|Name=YDR188W|gene=CCT6
chrIV	838392	840392	W	ID=YDR189W|Name=YDR189W|gene=SLY1
chrIV	840604	841995	C	ID=YDR190C|Name=YDR190C|gene=RVB1
chrIV	842337	843449	W	ID=YDR191W|Name=YDR191W|gene=HST4
chrIV	843569	844861	C	ID=YDR192C|Name=YDR192C|gene=NUP42
chrIV	844554	844952	W	ID=YDR193W|Name=YDR193W|Ontology_term=GO:0003674,GO:0008150,GO:0016021
chrIV	845952	847946	C	ID=YDR194C|Name=YDR194C|gene=MSS116
chrIV	848071	848223	W	ID=YDR194W-A|Name=YDR194W-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	848599	850200	W	ID=YDR195W|Name=YDR195W|gene=REF2
chrIV	850274	850999	C	ID=YDR196C|Name=YDR196C|gene=CAB5
chrIV	851228	852397	W	ID=YDR197W|Name=YDR197W|gene=CBS2
chrIV	852533	853972	C	ID=YDR198C|Name=YDR198C|gene=RKM2
chrIV	854175	854540	W	ID=YDR199W|Name=YDR199W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	854279	856093	C	ID=YDR200C|Name=YDR200C|gene=VPS64
chrIV	856317	856814	W	ID=YDR201W|Name=YDR201W|gene=SPC19
chrIV	856898	857953	C	ID=YDR202C|Name=YDR202C|gene=RAV2
chrIV	857682	857999	W	ID=YDR203W|Name=YDR203W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	858137	859144	W	ID=YDR204W|Name=YDR204W|gene=COQ4
chrIV	859346	861520	W	ID=YDR205W|Name=YDR205W|gene=MSC2
chrIV	862054	864708	W	ID=YDR206W|Name=YDR206W|gene=EBS1
chrIV	865012	867522	C	ID=YDR207C|Name=YDR207C|gene=UME6
chrIV	868224	870563	W	ID=YDR208W|Name=YDR208W|gene=MSS4
chrIV	871036	871449	C	ID=YDR209C|Name=YDR209C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	871074	871301	W	ID=YDR210W|Name=YDR210W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	884727	886865	W	ID=YDR211W|Name=YDR211W|gene=GCD6
chrIV	887232	888911	W	ID=YDR212W|Name=YDR212W|gene=TCP1
chrIV	889751	892492	W	ID=YDR213W|Name=YDR213W|gene=UPC2
chrIV	892875	893927	W	ID=YDR214W|Name=YDR214W|gene=AHA1
chrIV	894089	894502	C	ID=YDR215C|Name=YDR215C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	895035	899006	W	ID=YDR216W|Name=YDR216W|gene=ADR1
chrIV	899551	903480	C	ID=YDR217C|Name=YDR217C|gene=RAD9
chrIV	903781	905052	C	ID=YDR218C|Name=YDR218C|gene=SPR28
chrIV	905455	906852	C	ID=YDR219C|Name=YDR219C|gene=MFB1
chrIV	907000	907293	C	ID=YDR220C|Name=YDR220C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	907330	909438	W	ID=YDR221W|Name=YDR221W|gene=GTB1
chrIV	910054	911301	W	ID=YDR222W|Name=YDR222W|Ontology_term=GO:0003674,GO:0005737,GO:0008150
chrIV	912099	913502	W	ID=YDR223W|Name=YDR223W|gene=CRF1
chrIV	914317	914712	C	ID=YDR224C|Name=YDR224C|gene=HTB1
chrIV	915530	915928	W	ID=YDR225W|Name=YDR225W|gene=HTA1
chrIV	916486	917154	W	ID=YDR226W|Name=YDR226W|gene=ADK1
chrIV	917571	921647	W	ID=YDR227W|Name=YDR227W|gene=SIR4
chrIV	921926	923806	C	ID=YDR228C|Name=YDR228C|gene=PCF11
chrIV	924785	926146	W	ID=YDR229W|Name=YDR229W|gene=IVY1
chrIV	926223	926570	W	ID=YDR230W|Name=YDR230W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	926293	926910	C	ID=YDR231C|Name=YDR231C|gene=COX20
chrIV	927452	929098	W	ID=YDR232W|Name=YDR232W|gene=HEM1
chrIV	929470	930357	C	ID=YDR233C|Name=YDR233C|gene=RTN1
chrIV	931129	933210	W	ID=YDR234W|Name=YDR234W|gene=LYS4
chrIV	933504	935138	W	ID=YDR235W|Name=YDR235W|gene=PRP42
chrIV	935236	935892	C	ID=YDR236C|Name=YDR236C|gene=FMN1
chrIV	936615	937493	W	ID=YDR237W|Name=YDR237W|gene=MRPL7
chrIV	937895	940816	C	ID=YDR238C|Name=YDR238C|gene=SEC26
chrIV	941057	943420	C	ID=YDR239C|Name=YDR239C|Ontology_term=GO:0003674,GO:0005737,GO:0005840,GO:0008150
chrIV	943674	945152	C	ID=YDR240C|Name=YDR240C|gene=SNU56
chrIV	945151	945438	W	ID=YDR241W|Name=YDR241W|gene=BUD26
chrIV	946807	948456	W	ID=YDR242W|Name=YDR242W|gene=AMD2
chrIV	948518	950284	C	ID=YDR243C|Name=YDR243C|gene=PRP28
chrIV	950563	952401	W	ID=YDR244W|Name=YDR244W|gene=PEX5
chrIV	952800	953981	W	ID=YDR245W|Name=YDR245W|gene=MNN10
chrIV	954288	954947	W	ID=YDR246W|Name=YDR246W|gene=TRS23
chrIV	955133	955333	W	ID=YDR246W-A|Name=YDR246W-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	956013	957398	W	ID=YDR247W|Name=YDR247W|gene=VHS1
chrIV	957758	958339	C	ID=YDR248C|Name=YDR248C|Ontology_term=GO:0003674,GO:0005737,GO:0008150
chrIV	958681	959802	C	ID=YDR249C|Name=YDR249C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	960086	960361	C	ID=YDR250C|Name=YDR250C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	960614	963106	W	ID=YDR251W|Name=YDR251W|gene=PAM1
chrIV	963412	963861	W	ID=YDR252W|Name=YDR252W|gene=BTT1
chrIV	963990	964565	C	ID=YDR253C|Name=YDR253C|gene=MET32
chrIV	965113	966489	W	ID=YDR254W|Name=YDR254W|gene=CHL4
chrIV	966557	967822	C	ID=YDR255C|Name=YDR255C|gene=RMD5
chrIV	968133	969680	C	ID=YDR256C|Name=YDR256C|gene=CTA1
chrIV	969990	971474	C	ID=YDR257C|Name=YDR257C|gene=RKM4
chrIV	971808	974243	C	ID=YDR258C|Name=YDR258C|gene=HSP78
chrIV	974631	975782	C	ID=YDR259C|Name=YDR259C|gene=YAP6
chrIV	976717	977229	C	ID=YDR260C|Name=YDR260C|gene=SWM1
chrIV	977521	979209	C	ID=YDR261C|Name=YDR261C|gene=EXG2
chrIV	993134	993952	W	ID=YDR262W|Name=YDR262W|Ontology_term=GO:0000324,GO:0003674,GO:0008150
chrIV	994242	995534	C	ID=YDR263C|Name=YDR263C|gene=DIN7
chrIV	996029	998323	C	ID=YDR264C|Name=YDR264C|gene=AKR1
chrIV	998864	999877	W	ID=YDR265W|Name=YDR265W|gene=PEX10
chrIV	1000104	1002023	C	ID=YDR266C|Name=YDR266C|gene=HEL2
chrIV	1002510	1003502	C	ID=YDR267C|Name=YDR267C|gene=CIA1
chrIV	1004004	1005143	W	ID=YDR268W|Name=YDR268W|gene=MSW1
chrIV	1005665	1005988	C	ID=YDR269C|Name=YDR269C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	1005675	1008689	W	ID=YDR270W|Name=YDR270W|gene=CCC2
chrIV	1008395	1008766	C	ID=YDR271C|Name=YDR271C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	1009010	1009834	W	ID=YDR272W|Name=YDR272W|gene=GLO2
chrIV	1010176	1011273	W	ID=YDR273W|Name=YDR273W|gene=DON1
chrIV	1011589	1011960	C	ID=YDR274C|Name=YDR274C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	1012252	1012959	W	ID=YDR275W|Name=YDR275W|gene=BSC2
chrIV	1013476	1013643	C	ID=YDR276C|Name=YDR276C|gene=PMP3
chrIV	1014401	1015702	C	ID=YDR277C|Name=YDR277C|gene=MTH1
chrIV	1017001	1017318	C	ID=YDR278C|Name=YDR278C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	1019368	1020420	W	ID=YDR279W|Name=YDR279W|gene=RNH202
chrIV	1020747	1021664	W	ID=YDR280W|Name=YDR280W|gene=RRP45
chrIV	1022007	1022321	C	ID=YDR281C|Name=YDR281C|gene=PHM6
chrIV	1023511	1024755	C	ID=YDR282C|Name=YDR282C|Ontology_term=GO:0003674,GO:0005743,GO:0008150
chrIV	1025070	1030049	C	ID=YDR283C|Name=YDR283C|gene=GCN2
chrIV	1030550	1031419	C	ID=YDR284C|Name=YDR284C|gene=DPP1
chrIV	1032436	1035063	W	ID=YDR285W|Name=YDR285W|gene=ZIP1
chrIV	1035231	1035575	C	ID=YDR286C|Name=YDR286C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	1035995	1036873	W	ID=YDR287W|Name=YDR287W|gene=INM2
chrIV	1037195	1038106	W	ID=YDR288W|Name=YDR288W|gene=NSE3
chrIV	1038280	1039509	C	ID=YDR289C|Name=YDR289C|gene=RTT103
chrIV	1039370	1039699	W	ID=YDR290W|Name=YDR290W|Alias=SWS1
chrIV	1039728	1042961	W	ID=YDR291W|Name=YDR291W|gene=HRQ1
chrIV	1043146	1045011	C	ID=YDR292C|Name=YDR292C|gene=SRP101
chrIV	1045640	1049392	C	ID=YDR293C|Name=YDR293C|gene=SSD1
chrIV	1050459	1052228	C	ID=YDR294C|Name=YDR294C|gene=DPL1
chrIV	1052623	1054647	C	ID=YDR295C|Name=YDR295C|gene=HDA2
chrIV	1055212	1055892	W	ID=YDR296W|Name=YDR296W|gene=MHR1
chrIV	1056551	1057600	W	ID=YDR297W|Name=YDR297W|gene=SUR2
chrIV	1058176	1058814	C	ID=YDR298C|Name=YDR298C|gene=ATP5
chrIV	1059627	1061231	W	ID=YDR299W|Name=YDR299W|gene=BFR2
chrIV	1061505	1062791	C	ID=YDR300C|Name=YDR300C|gene=PRO1
chrIV	1063352	1067425	W	ID=YDR301W|Name=YDR301W|gene=CFT1
chrIV	1067731	1068390	W	ID=YDR302W|Name=YDR302W|gene=GPI11
chrIV	1068729	1071386	C	ID=YDR303C|Name=YDR303C|gene=RSC3
chrIV	1071880	1072557	C	ID=YDR304C|Name=YDR304C|gene=CPR5
chrIV	1072746	1073488	C	ID=YDR305C|Name=YDR305C|gene=HNT2
chrIV	1073735	1075171	C	ID=YDR306C|Name=YDR306C|Ontology_term=GO:0004842,GO:0019005,GO:0030674,GO:0031146
chrIV	1075865	1077853	W	ID=YDR307W|Name=YDR307W|gene=PMT7
chrIV	1078027	1078449	C	ID=YDR308C|Name=YDR308C|gene=SRB7
chrIV	1079048	1080199	C	ID=YDR309C|Name=YDR309C|gene=GIC2
chrIV	1081128	1084316	C	ID=YDR310C|Name=YDR310C|gene=SUM1
chrIV	1085065	1086993	W	ID=YDR311W|Name=YDR311W|gene=TFB1
chrIV	1087581	1088942	W	ID=YDR312W|Name=YDR312W|gene=SSF2
chrIV	1089219	1090079	C	ID=YDR313C|Name=YDR313C|gene=PIB1
chrIV	1090433	1092511	C	ID=YDR314C|Name=YDR314C|gene=RAD34
chrIV	1092741	1093586	C	ID=YDR315C|Name=YDR315C|gene=IPK1
chrIV	1093763	1095178	W	ID=YDR316W|Name=YDR316W|gene=OMS1
chrIV	1102184	1103428	W	ID=YDR317W|Name=YDR317W|gene=HIM1
chrIV	1103758	1104947	W	ID=YDR318W|Name=YDR318W|gene=MCM21
chrIV	1105003	1105827	C	ID=YDR319C|Name=YDR319C|gene=YFT2
chrIV	1106095	1108101	C	ID=YDR320C|Name=YDR320C|gene=SWA2
chrIV	1108280	1108498	C	ID=YDR320C-A|Name=YDR320C-A|gene=DAD4
chrIV	1108484	1108621	W	ID=YDR320W-B|Name=YDR320W-B|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	1108702	1109847	W	ID=YDR321W|Name=YDR321W|gene=ASP1
chrIV	1110589	1111692	W	ID=YDR322W|Name=YDR322W|gene=MRPL35
chrIV	1112003	1112293	C	ID=YDR322C-A|Name=YDR322C-A|gene=TIM11
chrIV	1112480	1114027	C	ID=YDR323C|Name=YDR323C|gene=PEP7
chrIV	1114433	1116763	C	ID=YDR324C|Name=YDR324C|gene=UTP4
chrIV	1117126	1120233	W	ID=YDR325W|Name=YDR325W|gene=YCG1
chrIV	1120609	1124925	C	ID=YDR326C|Name=YDR326C|gene=YSP2
chrIV	1125302	1125628	W	ID=YDR327W|Name=YDR327W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	1125434	1126018	C	ID=YDR328C|Name=YDR328C|gene=SKP1
chrIV	1126270	1127595	C	ID=YDR329C|Name=YDR329C|gene=PEX3
chrIV	1127872	1129374	W	ID=YDR330W|Name=YDR330W|gene=UBX5
chrIV	1129588	1130823	W	ID=YDR331W|Name=YDR331W|gene=GPI8
chrIV	1131001	1133070	W	ID=YDR332W|Name=YDR332W|gene=IRC3
chrIV	1133260	1135431	C	ID=YDR333C|Name=YDR333C|Ontology_term=GO:0003674,GO:0005737,GO:0008150
chrIV	1135932	1140476	W	ID=YDR334W|Name=YDR334W|gene=SWR1
chrIV	1141168	1144842	W	ID=YDR335W|Name=YDR335W|gene=MSN5
chrIV	1145092	1146036	W	ID=YDR336W|Name=YDR336W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	1146319	1147179	W	ID=YDR337W|Name=YDR337W|gene=MRPS28
chrIV	1147379	1149466	C	ID=YDR338C|Name=YDR338C|Ontology_term=GO:0015297,GO:0016021,GO:0055085
chrIV	1149951	1150520	C	ID=YDR339C|Name=YDR339C|gene=FCF1
chrIV	1150881	1151183	W	ID=YDR340W|Name=YDR340W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	1151803	1153626	C	ID=YDR341C|Name=YDR341C|Alias=RRS1,arginine--tRNA%20ligase
chrIV	1154216	1155928	C	ID=YDR342C|Name=YDR342C|gene=HXT7
chrIV	1159608	1161320	C	ID=YDR343C|Name=YDR343C|gene=HXT6
chrIV	1162006	1162449	C	ID=YDR344C|Name=YDR344C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	1162957	1164660	C	ID=YDR345C|Name=YDR345C|gene=HXT3
chrIV	1167214	1168659	C	ID=YDR346C|Name=YDR346C|gene=SVF1
chrIV	1169178	1170143	W	ID=YDR347W|Name=YDR347W|gene=MRP1
chrIV	1170326	1171825	C	ID=YDR348C|Name=YDR348C|gene=PAL1
chrIV	1172386	1174176	C	ID=YDR349C|Name=YDR349C|gene=YPS7
chrIV	1176120	1178174	C	ID=YDR350C|Name=YDR350C|gene=ATP22
chrIV	1178666	1181260	W	ID=YDR351W|Name=YDR351W|gene=SBE2
chrIV	1181801	1182754	W	ID=YDR352W|Name=YDR352W|gene=YPQ2
chrIV	1183299	1184258	W	ID=YDR353W|Name=YDR353W|gene=TRR1
chrIV	1184747	1185889	W	ID=YDR354W|Name=YDR354W|gene=TRP4
chrIV	1185139	1185282	C	ID=YDR354C-A|Name=YDR354C-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	1186067	1186369	C	ID=YDR355C|Name=YDR355C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrIV	1186107	1188941	W	ID=YDR356W|Name=YDR356W|gene=SPC110
chrIV	1189199	1189567	C	ID=YDR357C|Name=YDR357C|gene=CNL1
chrIV	1190059	1191732	W	ID=YDR358W|Name=YDR358W|gene=GGA1
chrIV	1191936	1194884	C	ID=YDR359C|Name=YDR359C|gene=EAF1
chrIV	1194598	1195032	W	ID=YDR360W|Name=YDR360W|gene=OPI7
chrIV	1195412	1196263	C	ID=YDR361C|Name=YDR361C|gene=BCP1
chrIV	1196679	1198697	C	ID=YDR362C|Name=YDR362C|gene=TFC6
chrIV	1199183	1200553	W	ID=YDR363W|Name=YDR363W|gene=ESC2
chrIV	1202128	1202397	W	ID=YDR363W-A|Name=YDR363W-A|gene=SEM1
chrIV	1202843	1204210	C	ID=YDR364C|Name=YDR364C|gene=CDC40
chrIV	1204497	1206383	C	ID=YDR365C|Name=YDR365C|gene=ESF1
chrIV	1212438	1212836	C	ID=YDR366C|Name=YDR366C|Ontology_term=GO:0003674,GO:0008150,GO:0016021
chrIV	1212848	1213614	W	ID=YDR367W|Name=YDR367W|gene=KEI1
chrIV	1213904	1214842	W	ID=YDR368W|Name=YDR368W|gene=YPR1
chrIV	1215016	1217580	C	ID=YDR369C|Name=YDR369C|gene=XRS2
chrIV	1217782	1219110	C	ID=YDR370C|Name=YDR370C|Ontology_term=GO:0003674,GO:0005737,GO:0008150
chrIV	1219413	1220948	W	ID=YDR371W|Name=YDR371W|gene=CTS2
